id,temperature,soiling_ratio,voltage,current,module_temperature,efficiency,voltage_v,current_a,light_lux,temperature_c,power_w,fault_label
19010,38.6187733573565,0.898822902392494,19.9238719289386,1.55861587334042,40.2515786717441,0.578526779993379,32.56,0.34,51566,44.7,11.07,Normal
13140,32.2201409873255,0.477287092113732,27.4385894605373,0.309132659691817,36.4912500150861,0.320626316737282,35.91,7.9,14494,43.9,283.69,Shaded
,,,,,,,29.1,0.08,32960,50.6,2.21,Open_Circuit
,,,,,,,30.85,2.41,21079,27.5,74.5,Dusted
,,,,,,,23.09,3.86,19492,54.1,89.23,Dusted
,,,,,,,29.64,4.57,17609,38.7,135.42,Dusted
9916,14.691068154236,0.575376120898745,,1.01308269952152,18.7809011737302,0.456409108901336,19.31,4,34215,36.5,77.24,Normal
12484,30.9261343817119,0.750601348950089,12.6380959629472,1.50693655733211,,0.436040681518272,27.22,5.7,65014,46.9,155.15,Normal
,,,,,,,21.8,3.28,11815,26.8,71.5,Shaded
1583,18.5931842769722,0.403499611476367,0,0.764367088363688,,0.453384803054563,18.55,2.74,5920,31.5,50.83,Shaded
4711,,0.947498546259225,40.6955384328716,0.891249288010918,19.3286176867946,0.459049232105709,30,0.55,51480,23.5,16.5,Normal
6553,7.55502763321873,0.903473775509395,2.6852102219517,2.16321972570639,10.0528660713257,0.646639950477677,32.45,4.86,90879,34.4,157.71,Normal
,,,,,,,27.47,0.08,36998,37.6,2.18,Open_Circuit
2767,22.6399106309631,0.627224643768566,0.832566238859709,1.75079438465653,28.5410920188178,0.678920469259058,22.49,3.4,97421,43.1,76.47,Normal
15951,37.1150775739016,0.592142528472147,25.968453294855,5.14794374564712,43.2192678252852,0.559092792304173,37.3,2.75,65381,44.7,102.57,Normal
11774,21.4616617815338,,23.4396193601718,0.160424434562501,23.842915809666,0.522018745702273,19.27,7.31,41478,31.9,140.86,Normal
,,,,,,,33.49,0.08,81750,29.1,2.51,Open_Circuit
,,,,,,,23.28,0.05,81976,33.9,1.07,Open_Circuit
,,,,,,,24.6,0.02,86635,30.2,0.49,Open_Circuit
14601,31.0851622872798,0.993277223997455,29.4356021030008,0.88332287528111,34.9004577464228,0.654586999287305,21.53,5.08,44214,20.3,109.37,Normal
957,10.1124269400306,0.65811975290424,34.9133318583902,2.5827526105894,19.3572701111212,0.672984067434723,32.13,7.73,54180,27.2,248.36,Normal
,,,,,,,23,1.89,9899,39.9,43.56,Shaded
,,,,,,,26.66,2.46,3199,41.3,65.61,Shaded
10425,16.378804210918,0.976429507809228,24.3660874053739,0.664611547505559,26.1478099011936,0.437268993046704,34.06,4.96,26526,26.3,168.94,Dusted
6437,24.0709734100912,0.504343720318342,0.406795081120215,1.50258535372106,27.6877763125281,0.537712166808129,35.79,5.14,12025,27.5,183.96,Shaded
,,,,,,,18.87,0.12,78710,53.3,2.25,Open_Circuit
18477,29.4399955741748,0.431981070639503,0,1.68550340026812,32.8265749469497,0.380061287793037,22.05,6.95,79162,31.2,153.25,Normal
,,,,,,,28.63,2.65,23197,47.5,75.91,Dusted
,,,,,,,31.66,0.02,63140,26.7,0.48,Open_Circuit
,,,,,,,23.42,2.06,5629,53.7,48.28,Shaded
6143,47.6782196220221,0.688401488314198,9.19783843338982,2.13021722055333,,0.549655037353201,35.29,0.82,25212,22.8,28.94,Dusted
374,10.4540079920361,0.984163135344525,18.333409771885,3.19048304277117,19.9355168031548,0.711477677105635,34.31,2.97,42364,27.1,101.9,Normal
7666,31.4956309293448,0.96804868121323,13.1257999319372,1.6223780123983,34.9566194383681,0.557907995375075,20.5,6.61,86771,60.1,135.5,Normal
11500,,0.625565740397597,58.2533894485085,1.53943072533844,33.9949834974735,0.537435797954937,22.49,6.02,75557,51.6,135.39,Normal
,,,,,,,30.39,2.53,18659,38.5,76.82,Dusted
12387,12.6104630488107,0.80942184423229,50.8040083317015,1.67243712301857,13.7925228952068,0.697915045242197,21.75,5.83,34560,23.6,126.8,Normal
,,,,,,,25.49,2.2,8794,47,56.12,Shaded
19406,31.8817491638855,0.733253901053867,7.60742724124741,0.329458230430157,,0.586823823855364,33.82,0.94,32170,54.2,31.79,Normal
12792,0,0.517686942930714,0.838792100977145,3.40566262519025,5.21370845596381,0.539188143216256,21.85,3.67,80289,56.4,80.19,Normal
13087,34.5426680660742,0.669759029869387,0,1.35566920770789,,0.694221578979153,24.46,3.13,86893,33.3,76.56,Normal
3990,17.504455954073,0.545049730069831,27.2960482153527,1.8984932351716,24.7007839307641,0.511110151899032,20.3,0.02,68318,26.4,0.41,Open_Circuit
13972,15.3035185694972,0.992373656586415,0,3.08728374049782,22.3088838868054,0.645312729078653,30.96,4.57,40946,55.9,141.49,Normal
,,,,,,,21.94,0.1,36828,53.6,2.09,Open_Circuit
,,,,,,,32.02,0.09,32250,32.2,2.73,Open_Circuit
16391,35.343720724478,0.607271423723461,31.9437898863388,2.02200389133808,46.7029638073278,0.59071034820148,36.49,2.79,36375,25.2,101.81,Normal
,,,,,,,28.07,2.57,2300,34,72.15,Shaded
16094,31.8703945165227,,,0.560540442373831,41.3451250600609,0.525173761154972,36.93,1.25,35714,58.4,46.16,Normal
,,,,,,,24.4,3.84,6252,50.2,93.6,Shaded
16152,,0.652602394906767,38.8005770882036,3.51057032930231,22.9164176996882,0.540030687089922,23.19,6.5,63025,52.5,150.74,Normal
,,,,,,,25.87,0.04,69912,35.9,1.07,Open_Circuit
2239,32.0211971741655,0.440925145444467,24.7234208741813,1.73220898841566,40.9374048923813,0.389284233866096,35.39,7.27,97936,47.7,257.29,Normal
,,,,,,,32.88,0.15,85287,26.5,4.82,Open_Circuit
,,,,,,,19.79,2.93,18181,49.2,57.94,Dusted
7284,17.6838262020187,0.854825208296652,18.0239792344413,0.510595739447265,20.5856868588334,0.397846701145013,30.5,7.42,12283,24.5,226.31,Shaded
13513,9.62923485366521,0.528316035440955,35.0240932499058,0.205498315092662,9.77892940608601,0.5616412903675,28.76,5.32,58088,32.9,153,Normal
,,,,,,,30.39,0.06,72455,28.6,1.82,Open_Circuit
5789,36.1282620707693,0.63121975043681,32.0331955301209,2.43458991557372,36.3387237735512,0.63029620958125,37.98,5.34,46022,44.5,202.81,Normal
,,,,,,,34.59,0.11,38011,39.9,3.84,Open_Circuit
17590,7.27185344161572,0.577492496677499,42.549163473213,1.45250028438257,15.4143348279154,0.50227869567708,33.67,5.6,78207,22.3,188.55,Normal
17032,58.612704541652,0.601597631911738,2.3376589764985,,65,0.348871157766433,28.76,1.91,18306,45,54.93,Dusted
,,,,,,,28.48,2.07,20175,39,59.06,Dusted
,,,,,,,31.67,0.05,65572,40.2,1.67,Open_Circuit
437,38.5224351284153,0.688580113087113,6.75495387029039,0.396671411811044,39.1564959856624,0.418092719865064,35.42,3.12,67281,25.2,110.51,Normal
1572,53.1226473215523,0.932270736657796,19.1289729839052,2.38491561083027,52.0162361476595,0.545237523324468,21.54,1.08,52228,20.4,23.26,Normal
,,,,,,,22.93,1.61,5345,45.4,36.8,Shaded
12690,,0.445457570942528,0,0.63273753577977,18.5386711626274,0.489042138043242,25.99,6.75,18716,38.4,175.43,Dusted
10498,18.5618792842765,0.711382019412021,35.3770579964187,3.92440606036928,26.8711649787995,0.724227735724745,24.95,5.55,49155,38.8,138.47,Normal
,,,,,,,28.8,3.36,3456,39.2,96.63,Shaded
13498,30.8571842909658,0.969381759913178,18.1811103035859,0.595452684219194,38.1254452733654,0.712265567542379,18.39,4.96,37992,26.6,91.21,Normal
5811,35.7266548257746,0.887439066590329,,1.15081318525186,37.4181814561384,0.611346907299618,36.04,2.97,91496,62.5,107.04,Normal
,,,,,,,25.17,0.06,59051,40.2,1.41,Open_Circuit
3918,34.643580537531,0.475189967018114,36.322886602617,2.09988392721679,41.5663597343277,0.485742205554243,20.31,6.68,43127,62.1,135.67,Normal
18410,27.7238009296798,0.730484228744383,0,3.03898147908552,,0.561590887656083,36.39,4.68,41683,31.3,170.31,Normal
148,45.1355029774558,0.942915340277796,29.2860868239774,3.48899021381526,49.8343865975283,0.707916265255146,26.58,2.58,33290,36,68.58,Normal
,,,,,,,20.03,3.32,15446,49.6,66.55,Dusted
6194,43.3203052449915,,36.61744792912,1.94348042154836,50.8637599351021,0.430052664653433,36.08,1.27,27399,20.6,45.82,Dusted
,,,,,,,20.5,2.45,6383,49.3,50.24,Shaded
158,43.3369888129207,0.459578708719734,10.0729959389582,1.1726805119909,50.529447741516,0.489223428533293,35.49,2.02,43968,23.3,71.69,Normal
,,,,,,,23.31,3.6,19844,39.7,83.83,Dusted
5342,36.9492807852806,0.980048426954657,16.5842452579521,0.716562514344489,43.3450195005307,0.570073408037016,22.13,4.63,28604,40.6,102.46,Dusted
2402,34.0511184360719,,11.9596599526673,1.16106253092821,39.1524427001476,0.608177235041862,22.97,1.76,31927,59,40.43,Normal
,,,,,,,22.13,1.54,13460,51.7,34.2,Shaded
,,,,,,,24.28,0.13,51871,30.2,3.15,Open_Circuit
,,,,,,,28.07,2.35,10441,42.1,65.95,Shaded
10824,27.4961773670945,0.500708082354652,14.8103762718827,1.48814320612254,32.9177916545289,0.453483110478535,22.93,0.04,64593,49,0.92,Open_Circuit
16206,14.6593463360884,0.693630144777067,0,3.04117786401634,19.4440177048083,0.484469744037191,22.29,4.72,61451,24,105.21,Normal
,,,,,,,25.46,3.4,6068,28.9,86.57,Shaded
2405,24.8589167488905,0.908320889512556,12.9299791838302,1.0261391198315,28.3041013726638,0.308166093802344,34.41,3.91,51507,38.2,134.54,Normal
,,,,,,,20.36,2.74,9633,42.8,55.88,Shaded
16914,4.11478271516201,0.715901594759374,14.6880169655502,1.82673954141874,9.17463184548983,0.515500984844618,18.08,1.54,41291,34.7,27.84,Normal
2501,,0.401722475113996,76.1747454700285,2.57819245604406,47.4022172102995,0.436206841709284,20.25,6.49,25414,55.8,131.42,Dusted
,,,,,,,20.82,0.07,60007,39.4,1.54,Open_Circuit
7890,18.0787856805206,0.807386466749768,31.1254426047587,1.25612331857985,25.2386130464089,0.543888696319038,31.06,3.69,92240,47.1,114.61,Normal
11570,11.5380867183039,0.685071486276265,0,2.53136295753278,14.5271897412292,0.596171326809678,29.53,2.51,94768,46.5,74.12,Normal
13734,38.7093004896194,0.522886808016914,29.1832094321192,,43.3554539864675,0.497060283785036,36.2,2.92,61188,38.2,105.7,Normal
13255,30.0870527073459,0.43525387417264,5.58319476834673,3.34829486589218,36.8083270143896,0.456656809195697,21,0.64,48920,61.2,13.44,Normal
,,,,,,,24.7,0.05,50998,54,1.23,Open_Circuit
,,,,,,,15.13,3.73,12332,41.5,56.45,Shaded
8216,37.4639154964532,,0,0.769135529947203,,0,30.91,0.24,96204,34.9,7.42,Normal
,,,,,,,17.25,3.87,13371,50.7,66.73,Shaded
19222,25.6297557069213,0.842919023098713,6.90721616889924,1.4131106062244,32.6775804799998,0.662198987744254,34.63,2.13,76256,41.6,73.76,Normal
,,,,,,,29.2,3.1,6112,56.1,90.43,Shaded
,,,,,,,17.22,2.31,13914,28,39.81,Shaded
,,,,,,,20.69,2.23,4742,58.8,46.17,Shaded
4198,21.4868095897258,0.826624750796606,3.77936134443416,0.675561051451163,26.2478216853859,0.319789247151096,34.26,2.83,38780,24.2,96.96,Normal
,,,,,,,22.79,0.06,39899,30,1.39,Open_Circuit
17092,20.7438390257402,0.487424146876843,36.6013136873346,1.18718613044218,26.598617763719,0.511550675561092,29.3,6.45,26423,24.6,188.98,Dusted
7985,36.226474118695,0.963715723039188,0,0.741447174229509,43.3667794029537,0.523202474019455,32.16,2.95,55851,35.1,94.87,Normal
6751,32.8454083136132,0.938189560466569,16.5109338009915,0.227313451582646,35.4680030699228,0.584064412323354,34.45,1.28,6655,24.2,44.1,Shaded
,,,,,,,19.45,0.05,87418,56.9,0.92,Open_Circuit
15875,47.5670839519069,0.973995011963787,31.1344593617553,0.804634266997849,52.2347444027634,0.51612186904325,24.44,7.73,91392,63.6,188.92,Normal
14016,13.3318123576891,0.768531320501459,38.7514685513222,1.96786119480933,19.3912069606035,0.630737072082242,20.99,7.83,61448,63.8,164.35,Normal
,,,,,,,17.93,3.3,13408,29.3,59.26,Shaded
,,,,,,,21.89,0.08,88405,31.2,1.73,Open_Circuit
12244,41.7745633454418,0.624478661351384,31.7744411429048,1.68363315023204,47.2339366933543,0.47638911050511,21.08,4.15,17055,44,87.48,Dusted
9264,42.5246574104803,0.503329473407779,44.6810501347653,2.59662040919545,46.2900145470085,0.619977672222567,20,0.39,64365,56.1,7.8,Normal
14745,22.2128043352571,0.859554277619038,0.869719064591306,0.686774434311607,26.1979590720901,0.683369683019063,21.8,4.49,83674,21.5,97.88,Normal
12784,5.55441717275447,0.51144295691638,2.50300709429267,0.133029506023079,10.6761258535441,0.447456192853751,23.31,6.14,66679,34.1,143.12,Normal
6715,29.3353249591642,0.648659946638896,41.0378991864949,1.35829409739886,30.8023618596662,0.46540369641468,36.8,6.77,99090,24.1,249.14,Normal
,,,,,,,22.68,0.02,77359,44.4,0.48,Open_Circuit
7291,30.187933492944,0.779159050320615,0,2.66191093366411,33.8052525921616,0.452110519979415,31.16,5.85,18121,45.4,182.29,Dusted
,,,,,,,18.97,2.32,21444,56.6,44.05,Dusted
19414,34.9683612474882,0.768817953250551,0,1.64015220145805,39.8036111270699,0.632253104326545,29.3,5.05,36618,39,147.96,Normal
5276,22.9003154166039,0.829808440260495,15.0739698652367,1.83364116383286,27.817899336273,0.565292344022957,34.66,4.45,93726,28.5,154.24,Normal
11641,16.0748638425953,0.973726282663952,0,3.29683937562039,21.4712666422874,0.8383102052791,36.59,3.43,96936,36.1,125.5,Normal
13455,42.3732001793835,0.732280968716596,30.2395750708386,,45.9399168376183,0.477661608610385,32.68,4.19,80024,58.8,136.93,Normal
9099,13.8201388497447,0.746953260038419,7.60253122961355,0.735567620985599,19.8857262067295,0.584539073097193,30.05,4.54,39963,42.8,136.43,Normal
7637,48.8260145542104,0.598349130197206,33.0206161997563,3.60314118002714,54.63377515353,0.56614193971685,25.38,5.89,49820,38.7,149.49,Normal
544,33.6232727173497,0.798639139363776,0,1.16263781348836,,0.440823472658281,31.98,3.48,8480,54.9,111.29,Shaded
17204,15.8296071967607,0.51774989882739,25.0661853853614,2.03468326169181,23.5864571011403,0.482090539640375,25.48,1.54,55658,23.8,39.24,Normal
,,,,,,,28.72,0.09,84264,43.4,2.49,Open_Circuit
8618,0,0.852503564543817,0,1.5936830314139,3.99927678527744,0.500553394378413,21.16,5.15,17283,52,108.97,Dusted
,,,,,,,28.42,2.19,12283,57.9,62.37,Shaded
7423,4.69934838103038,,24.7593052893464,2.17968307762089,10.6113603317072,0.568269634816517,24.47,2.01,27459,34.6,49.18,Dusted
8162,24.1555186803984,0.464196123754574,0,1.27142498644088,29.1405745934187,0.439102776159792,19.15,1.52,5947,34.5,29.11,Shaded
16508,26.9254352800378,0.827747718379399,16.109377400811,1.57608057879452,29.7290995097308,0.661074365748005,28.92,6.75,76160,21,195.21,Normal
16900,14.7595746730463,0.833834623802622,40.7301881980092,0.553794418085292,18.0498402665157,0.712087296767073,19.72,6.47,90931,60.6,127.59,Normal
,,,,,,,19.94,2.54,16821,58.9,50.57,Dusted
1921,16.4444464248032,0.75206090409072,11.9714743739809,2.35690865547464,,0,24.43,0.2,35006,35.5,4.89,Normal
,,,,,,,34.93,0.12,75920,51.7,4.22,Open_Circuit
15770,27.4168283847307,0.796250846737001,17.1838784601179,1.45945028835176,35.1581737899959,0,28.95,4.76,31187,31.3,137.8,Normal
,,,,,,,31.77,2.16,15471,30.3,68.77,Dusted
,,,,,,,21.08,3.72,13489,53.4,78.37,Shaded
,,,,,,,18.92,2.49,6302,48.1,47.04,Shaded
15746,26.7716254666817,0.812343411973286,,2.95342223776599,33.0941394307497,0.763114370237257,18.24,4.15,78242,62,75.7,Normal
,,,,,,,26.81,0.05,69130,36,1.25,Open_Circuit
,,,,,,,16.29,0.03,77204,45.5,0.43,Open_Circuit
,,,,,,,24.48,0.04,65806,59,0.88,Open_Circuit
3826,28.328902690337,0.613700586875755,51.439242958845,4.13979661409052,31.8051090578077,0.5889476431578,22.24,3.6,37728,43,80.06,Normal
,,,,,,,27.86,2.3,11618,43.7,64.16,Shaded
,,,,,,,18.72,0.05,44647,40.1,0.94,Open_Circuit
16874,39.6102726888008,0.545735579229071,0,0.502636290526872,44.5422533129946,0.547219565227705,24.01,6.12,95169,64.8,146.94,Normal
13570,27.3992412497746,0.43834637703944,0,2.78400045729003,32.2694319738581,0,21.18,2.65,41832,50.7,56.13,Normal
,,,,,,,31.73,0.1,61070,29.1,3.18,Open_Circuit
10809,22.7831186786848,0.596869368948807,33.334579424067,1.0261331021016,28.7259070447612,0.52071936194564,25.19,2.76,80273,34.7,69.52,Normal
,,,,,,,18.02,0.05,88708,57.2,0.99,Open_Circuit
5215,22.0787547452296,0.946266064590908,2.40415234067901,0.697755219655787,27.2405232680967,0.434682517459462,26.3,0.02,41562,31.5,0.53,Open_Circuit
2489,4.96488182036048,0.648172919453358,0,3.96459418920617,4.40946494904393,0.464726734709376,32.87,4.52,29162,47.7,148.57,Dusted
469,32.5848061540867,0.406424163822466,0,0.153059081464187,38.5677905941979,0.436386622281691,33.67,5.55,37923,49,186.87,Normal
7007,32.831954444047,0.46317028713652,0,2.31626344926111,36.1301455361411,0.365462753057364,37.41,3.45,23244,48.7,129.06,Dusted
19817,31.749202995193,0.605089962878677,31.9945139247299,1.95756267624569,36.2045456358098,0.354066651634483,37.95,2.19,93669,32.7,83.11,Normal
,,,,,,,27.75,3.26,23796,48.2,90.51,Dusted
,,,,,,,21.6,0.08,36252,45.8,1.81,Open_Circuit
11650,15.7709782327535,0.957661648783128,21.7436451766882,3.22628610242448,17.8850934330408,0.543794684197987,28.45,7.96,6299,31.6,226.46,Shaded
,,,,,,,28.64,0.01,76818,39.4,0.15,Open_Circuit
18330,20.8397740759452,0.835973045118114,0,1.43897189190546,26.0762109383713,0.551547116288345,32.4,2.44,31099,49.2,79.06,Normal
6446,,0.958635073830574,7.83478305863743,1.488429623496,3.78933004494418,0.877193625634984,37.23,2.89,69703,64.2,107.59,Normal
,,,,,,,16.84,0.12,33781,42.3,1.99,Open_Circuit
,,,,,,,25.05,1.67,11643,31.1,41.9,Shaded
18278,21.029980128352,0.824010168173444,21.8333386697944,1.59582283763206,25.5559763180441,0.529510786953154,25.34,2.8,4301,47.5,70.95,Shaded
3915,20.5253188786201,0.565200507055489,,0.833848165648995,25.5214770501825,0.50152845066414,25.31,4.83,82773,30.8,122.25,Normal
5409,15.9774289823657,,27.4443156080358,0.909599024942878,18.5500499135887,0.498917957053188,20.26,3.07,62977,45.9,62.2,Normal
,,,,,,,17.73,2.95,4905,29.1,52.21,Shaded
,,,,,,,21.09,2.88,7943,25.8,60.82,Shaded
10998,20.4173322847526,0.98396942113399,10.6609752252898,0.927692022679377,23.0529155288878,0.553068015990584,31.52,5.25,28125,46.9,165.48,Dusted
13039,22.8111455605425,0.792129478907826,0,4.85040709104616,27.132615072026,0.743048663659738,30.55,3.56,60286,33.6,108.76,Normal
,,,,,,,30.92,2.68,24361,38.2,82.73,Dusted
,,,,,,,34.87,0.02,56346,31.6,0.67,Open_Circuit
,,,,,,,19.56,2.06,16801,47.2,40.24,Dusted
13216,18.9023162758934,0.581628584852667,28.5238706557726,2.66775004113408,25.8556916377711,0,33.21,0.57,46831,25.8,18.93,Normal
3404,9.90431398342593,0.911307933119454,0,0.739147447028682,18.7807307133332,0.424870595705217,18.42,2.56,33916,24.5,47.16,Normal
17568,30.4033548151021,0.82687470096815,12.0075067452742,0.270805694421217,35.3576631331225,0.43570295532263,29.97,5.82,61262,23.5,174.43,Normal
,,,,,,,24.64,3.97,23773,47.3,97.71,Dusted
9245,29.3797756009301,0.648634266967767,0,1.39470568699475,33.7138250355073,0.487432155913158,27.79,5.59,60948,49.1,155.35,Normal
15194,47.9165253777771,0.464810462586053,30.2764107025927,2.22995272750001,49.7607650418473,0.414800795969124,19.45,6.2,38976,45.7,120.59,Normal
11803,34.6856525382835,0.836171604347969,9.24624504835746,0.0389171411047646,35.9955550806232,0.613052781671045,35.39,0.32,58733,20.2,11.32,Normal
9552,22.570668297045,0.739736735821258,27.6391072310373,3.3198246742937,22.9462449421648,0.785024342508203,26.4,0.81,84020,24.7,21.38,Normal
,,,,,,,18.35,0.12,87883,25.9,2.22,Open_Circuit
12196,15.0704782399597,0.520946625261419,35.7168648439966,4.05581169149479,18.9895965820769,0.516350528044617,33.54,6.47,69800,59.7,217,Normal
,,,,,,,28.04,1.98,7112,33.6,55.64,Shaded
,,,,,,,23.27,0.03,57477,35,0.61,Open_Circuit
,,,,,,,30.72,0,31615,49.3,0.07,Open_Circuit
,,,,,,,15.25,0.13,46572,26.9,1.91,Open_Circuit
8201,22.1022972008556,0.496573222245388,0,0.703493844574885,27.737327838197,0.425854482933836,28.43,2.3,48926,44.1,65.39,Normal
5050,31.0546353121555,,48.3215944429168,3.6941320506544,35.774774310211,0.458007787978636,20.88,2.43,55200,60.7,50.74,Normal
8268,33.3611413332655,0.909347912363728,20.930506762471,0.920686367237138,44.8611723722407,0.495082457075589,20.32,1.19,34917,50.1,24.18,Normal
,,,,,,,26.59,3.81,10120,50.9,101.21,Shaded
7995,,0.876959272572007,0,0.675607862707583,13.616606476718,0.549426267782175,20.79,7.82,28068,33.9,162.58,Dusted
697,59.8438556975252,0.414344281302109,20.9194954386515,2.1562675763606,62.7055158662991,0.377734565129734,22.11,2.07,17487,36.7,45.77,Dusted
2613,35.504399511195,0.518762148547354,17.4064478866746,1.79363883437197,,0.456432630697775,36.77,2.86,6214,29.1,105.16,Shaded
16309,14.3548516386311,0.508183296283309,6.59699802567811,1.90752843468556,17.5613592422267,0.594490011604545,30.17,2.98,26843,31.3,89.91,Dusted
13609,31.1123836192978,0.957751107914398,0,1.30977926772487,36.1508033136444,0.573178645273584,28.93,5.9,74480,35.1,170.69,Normal
,,,,,,,24.45,0.08,58499,54.4,1.97,Open_Circuit
14765,51.5595825742246,0.888730536816261,3.5682146275651,1.63819041382641,55.4781194106894,0.499284776374357,23.4,2.94,77441,53.9,68.8,Normal
14752,36.0839137585786,,,,47.9828636253375,0.477220957163203,32.97,6.28,34494,32.6,207.05,Normal
19598,24.5758194775385,0.965828030132205,0,3.42804652819474,30.2336218091045,0.635425920106324,29.81,1.89,48577,39.5,56.34,Normal
7183,0,0.578214034867288,32.9424745783187,3.60196709020016,5.43886834153196,0.506075583231412,36.78,4.03,31963,20.7,148.22,Normal
,,,,,,,16.05,0.02,38066,44.1,0.34,Open_Circuit
659,12.8882043654849,0.871606121242337,0,0.226100989236722,16.8133398117521,0.550883558734171,35.27,6.48,64941,30.3,228.55,Normal
16224,18.1654781929431,0.641650700058369,0,0.231194322255509,27.8303127514828,0.477397761917165,19.09,3.41,4353,40.5,65.1,Shaded
10784,44.1021021224303,0.829552401678929,24.8299231287118,3.34053445296097,47.383536633613,0.637815181895774,27.24,6.98,43910,58.1,190.14,Normal
14167,20.0649573667058,0.415707433860485,0,1.61481908925657,24.3795630197137,0.484051017682218,27.13,0.46,85913,31.4,12.48,Normal
,,,,,,,23.14,1.9,9598,39.4,44.09,Shaded
,,,,,,,27.98,3.35,27353,44.6,93.84,Dusted
12755,35.3397355591592,0.780549858240291,10.188339870411,4.05451800090933,42.164564843999,0.501710217624871,27.55,3.51,20257,47.5,96.7,Dusted
17846,16.3122610202129,0.880117194340485,28.7822907360183,3.00912561852905,20.1930798506924,0.614509045013602,25.43,2,99626,43.1,50.86,Normal
4161,17.0270804333192,0.95747101311275,3.31393170749028,1.80035527153006,20.5137730436182,0.520503814707038,34.83,5.46,54545,23.1,190.17,Normal
8920,25.6913245723686,0.807875725792029,41.8656367081169,1.40751249388256,29.6014303343094,0.698507523282621,30.17,5.4,90665,32.4,162.92,Normal
6286,42.003657841963,,18.8362289363582,2.67398880837289,48.8554737455135,0.509535125044902,34.68,4,53136,61.6,138.72,Normal
3005,12.5396601262711,0.426057890822185,2.24840684808145,,20.0607196440617,0.41799587582503,33.01,7.81,19033,40.4,257.81,Dusted
,,,,,,,16.21,3,8589,27.2,48.6,Shaded
,,,,,,,24.7,3.64,2350,26,89.88,Shaded
16193,29.4194328473922,0.790732185710668,0,,29.2448038800094,0.360608539471417,30.63,7.39,38210,42.9,226.36,Normal
7312,32.7063357557851,,18.3055950403258,0.393568372352703,37.4589689248904,0.46543724635332,31.39,0.47,82791,64.3,14.75,Normal
,,,,,,,19.64,3.83,3361,37.2,75.26,Shaded
9852,32.1578491692894,0.638358994559737,34.494046876232,0.813060386723495,38.607373504559,0.537884721982553,30.09,0.87,34882,35.1,26.18,Normal
19612,22.5569102276262,0.779846327907392,5.94934301670638,0.825336354122321,33.1143164208394,0.419634501449781,23.18,0.16,91807,44.1,3.71,Open_Circuit
6694,18.9818194742351,0.534551569044945,,2.76446344757523,,0.485673029012709,24.68,5.76,65415,32.8,142.16,Normal
3442,22.4600033093335,0.817639283757587,11.9689336886914,1.17752151267134,25.8934877839054,0.600569076287501,21.25,2.34,74524,24,49.72,Normal
7463,13.3542682808682,0.657638505980789,32.4170832394208,,19.2760143862172,0.46840163620269,29.28,5.9,58275,49.8,172.75,Normal
448,41.087189747524,0.787651081162207,29.5677683010205,2.83270603801661,47.2115025817135,0.601281826114482,36,7.99,69518,58,287.64,Normal
5653,33.1041709933741,0.808157803876961,18.9751957381991,1.19536825722929,35.6349831933742,0.575175212420659,35.14,1.19,32058,62.3,41.82,Normal
6558,44.273569755847,0.422418400479809,,2.73199638149166,57.609659051229,0.40720568532221,35.36,5.02,98547,41.3,177.51,Normal
18670,0,0.974961015107366,49.5033866860596,0.957921634658599,0.113951986565802,0.829070142165831,30.76,3.05,52983,60.6,93.82,Normal
18134,29.3663163509901,0.826484693610677,3.88416350561795,3.95221694733827,34.1920754229363,0.525416801855881,31.97,1.69,85203,32.2,54.03,Normal
17504,40.8055808833782,0.476413488259336,19.2795242252838,0.108598939298345,42.2902789227406,0.385346500839348,28.96,7.73,65939,30.3,223.86,Normal
3639,25.7354356904063,0.585628146596408,2.71598128498382,0.180858170680116,,0.406696325739573,30.18,7.22,35600,58.4,217.9,Normal
6512,,0.887526656756827,24.6039984302303,1.94976236126166,20.89489693552,0.5967124992932,35.75,4.17,68490,20.3,149.08,Normal
,,,,,,,26.33,2.49,24107,32.6,65.58,Dusted
11574,31.8107312630735,0.887139716210128,36.2944065372939,3.76695723985516,33.1806858737257,0.571920963763179,31,1.01,20850,53.2,31.31,Dusted
19225,43.1275532409313,0.828192325590976,40.2625858553711,3.51073746695751,53.4036117413376,0.543489256463243,18.93,3.47,38107,23.4,65.69,Normal
15756,28.7132511262739,0.957100112220885,27.1090116650194,0.667642661216171,33.659488604995,0.519705274673715,27.51,2.36,40039,56.3,64.92,Normal
6347,16.7495711685106,0.725777805538768,3.44465330726185,1.23582709943276,22.2993000116394,0.494560153159252,34.93,0.37,80939,56.2,12.92,Normal
,,,,,,,24.26,3.26,19352,26.6,79.08,Dusted
15090,19.3708436633289,0.840671527651028,18.4763997785269,1.9849883211213,21.5780732061314,0.650540393307061,33.04,6.81,15682,45.5,225,Dusted
,,,,,,,24.12,3.03,5282,50.1,73.12,Shaded
954,6.9600010457079,0.786837881774767,17.4127110470385,1.30038215852819,7.63856328444797,0.526255040037735,26.42,7.73,10522,37.3,204.23,Shaded
19073,23.8049234030852,0.931220332474047,5.57571668384886,1.34287864145561,30.3468469038115,0.544777282870752,35.25,5.83,10739,48.3,205.51,Shaded
,,,,,,,25,0.09,46273,44.6,2.36,Open_Circuit
,,,,,,,22.68,2.53,13809,30,57.43,Shaded
